1500914565,64.0
1500914570,65.0
1500914575,64.0
1500914581,64.0
1500914585,64.0
1500914590,64.0
1500914595,64.0
1500914600,64.0
1500914605,64.0
1500914610,64.0
1500914616,64.0
1500914620,65.0
1500914625,65.0
1500914630,65.0
1500914635,65.0
1500914640,64.0
1500914645,64.0
1500914650,64.0
1500914655,64.0
1500914660,64.0
1500914665,64.0
1500914670,64.0
1500914675,64.0
1500914680,64.0
1500914685,64.0
1500914690,64.0
1500914695,65.0
1500914700,65.0
1500914705,65.0
1500914710,64.0
1500914715,64.0
1500914720,64.0
1500914725,64.0
1500914730,64.0
1500914735,64.0
1500914740,64.0
1500914745,64.0
1500914750,64.0
1500914755,64.0
1500914760,64.0
1500914765,64.0
1500914770,64.0
1500914775,64.0
1500914780,64.0
1500914785,64.0
1500914790,64.0
1500914795,64.0
1500914800,64.0
1500914805,64.0
1500914810,64.0
1500914815,64.0
1500914820,64.0
1500914825,64.0
1500914830,64.0
1500914835,64.0
1500914840,64.0
1500914845,64.0
1500914850,64.0
1500914855,64.0
1500914860,64.0
1500914865,64.0
1500914870,64.0
1500914875,64.0
1500914880,64.0
1500914885,65.0
1500914890,65.0
1500914895,65.0
1500914900,64.0
1500914905,64.0
1500914910,64.0
1500914915,64.0
1500914920,64.0
1500914925,64.0
1500914930,64.0
1500914935,64.0
1500914940,64.0
1500914945,64.0
1500914950,64.0
1500914955,64.0
1500914960,64.0
1500914965,64.0
1500914970,64.0
1500914975,64.0
1500914980,64.0
1500914985,64.0
1500914990,64.0
1500914995,64.0
1500915000,64.0
1500915005,64.0
1500915010,64.0
1500915015,64.0
1500915020,64.0
1500915025,64.0
1500915030,64.0
1500915035,64.0
1500915040,64.0
1500915045,64.0
1500915050,64.0
1500915055,64.0
1500915060,64.0
1500915065,64.0
1500915070,64.0
1500915075,64.0
1500915080,64.0
1500915085,63.0
1500915090,64.0
1500915095,64.0
1500915100,63.0
1500915105,64.0
1500915109,63.0
1500915115,63.0
1500915120,64.0
1500915125,63.0
1500915130,63.0
1500915135,63.0
1500915140,63.0
1500915144,63.0
1500915150,63.0
1500915155,63.0
1500915160,63.0
1500915164,63.0
1500915170,63.0
1500915175,63.0
1500915180,63.0
1500915185,63.0
1500915190,63.0
1500915195,63.0
1500915199,64.0
1500915205,63.0
1500915210,63.0
1500915215,63.0
1500915219,63.0
1500915225,63.0
1500915230,63.0
1500915234,63.0
1500915239,63.0
1500915245,64.0
1500915250,64.0
1500915254,64.0
1500915260,64.0
1500915265,64.0
1500915270,64.0
1500915274,64.0
1500915280,64.0
1500915285,63.0
1500915289,63.0
1500915294,63.0
1500915300,63.0
1500915305,64.0
1500915309,64.0
1500915314,64.0
1500915320,64.0
1500915325,64.0
1500915329,64.0
1500915335,64.0
1500915340,63.0
1500915344,63.0
1500915349,63.0
1500915355,63.0
1500915359,63.0
1500915364,63.0
1500915370,63.0
1500915375,64.0
1500915379,63.0
1500915384,63.0
1500915390,63.0
1500915394,63.0
1500915399,63.0
1500915405,63.0
1500915409,63.0
1500915414,63.0
1500915419,63.0
1500915425,63.0
1500915429,63.0
1500915434,63.0
1500915440,63.0
1500915444,63.0
1500915449,63.0
1500915454,63.0
1500915460,63.0
1500915464,63.0
1500915469,63.0
1500915474,63.0
1500915480,62.0
1500915484,63.0
1500915489,63.0
1500915494,64.0
1500915499,63.0
1500915504,63.0
1500915509,63.0
1500915515,63.0
1500915519,63.0
1500915524,63.0
1500915529,63.0
1500915534,63.0
1500915539,63.0
1500915544,63.0
1500915549,63.0
1500915554,63.0
1500915559,63.0
1500915564,63.0
1500915569,63.0
1500915574,63.0
1500915579,63.0
1500915584,63.0
1500915589,63.0
1500915594,63.0
1500915599,63.0
1500915604,63.0
1500915609,63.0
1500915614,63.0
1500915619,63.0
1500915624,63.0
1500915629,63.0
1500915634,63.0
1500915639,63.0
1500915644,63.0
1500915649,63.0
1500915654,63.0
1500915659,63.0
1500915664,63.0
1500915669,63.0
1500915674,63.0
1500915679,63.0
1500915684,63.0
1500915689,63.0
1500915694,63.0
1500915699,63.0
1500915704,63.0
1500915709,63.0
1500915714,63.0
1500915719,63.0
1500915724,62.0
1500915729,63.0
1500915734,63.0
1500915739,63.0
1500915744,63.0
1500915749,63.0
1500915754,63.0
1500915759,63.0
1500915764,63.0
1500915769,63.0
1500915774,63.0
1500915779,63.0
1500915784,63.0
1500915789,63.0
1500915794,63.0
1500915799,63.0
1500915804,63.0
1500915809,63.0
1500915814,63.0
1500915819,63.0
1500915824,63.0
1500915829,63.0
1500915834,63.0
1500915839,63.0
1500915844,63.0
1500915849,63.0
1500915854,63.0
1500915859,63.0
1500915864,63.0
1500915869,63.0
1500915874,63.0
1500915879,63.0
1500915884,63.0
1500915889,63.0
1500915894,63.0
1500915899,63.0
1500915904,63.0
1500915909,63.0
1500915914,63.0
1500915919,63.0
1500915924,63.0
1500915929,63.0
1500915934,63.0
1500915939,63.0
1500915944,63.0
1500915949,63.0
1500915954,63.0
1500915959,63.0
1500915964,63.0
1500915969,63.0
1500915974,63.0
1500915979,63.0
1500915984,63.0
1500915989,63.0
1500915994,63.0
1500915999,63.0
1500916004,63.0
1500916009,63.0
1500916014,63.0
1500916019,63.0
1500916024,63.0
1500916029,63.0
1500916034,63.0
1500916039,63.0
1500916044,63.0
1500916049,63.0
1500916054,63.0
1500916059,63.0
1500916064,63.0
1500916069,63.0
1500916074,63.0
1500916079,63.0
1500916084,63.0
1500916089,63.0
1500916093,63.0
1500916099,63.0
1500916104,63.0
1500916109,63.0
1500916113,63.0
1500916119,63.0
1500916124,63.0
1500916128,63.0
1500916134,63.0
1500916139,63.0
1500916144,63.0
1500916148,63.0
1500916154,63.0
1500916159,63.0
1500916164,63.0
1500916168,63.0
1500916174,63.0
1500916179,63.0
1500916183,63.0
1500916188,63.0
1500916194,63.0
1500916199,63.0
1500916203,63.0
1500916209,63.0
1500916214,63.0
1500916218,63.0
1500916223,63.0
1500916229,63.0
1500916234,63.0
1500916238,63.0
1500916244,63.0
1500916249,63.0
1500916253,63.0
1500916258,63.0
1500916264,63.0
1500916269,63.0
1500916273,63.0
1500916278,63.0
1500916284,63.0
1500916288,63.0
1500916293,63.0
1500916298,63.0
1500916304,63.0
1500916308,63.0
1500916313,63.0
1500916319,63.0
1500916324,63.0
1500916328,63.0
1500916333,63.0
1500916339,63.0
1500916343,63.0
1500916348,62.0
1500916353,63.0
1500916359,62.0
1500916363,63.0
1500916368,63.0
1500916373,63.0
1500916379,62.0
1500916383,62.0
1500916388,62.0
1500916393,62.0
1500916398,62.0
1500916403,62.0
1500916408,62.0
1500916414,62.0
1500916418,62.0
1500916423,62.0
1500916428,62.0
1500916433,62.0
1500916438,62.0
1500916443,62.0
1500916448,62.0
1500916453,62.0
1500916458,62.0
1500916463,62.0
1500916468,62.0
1500916473,62.0
1500916478,62.0
1500916483,62.0
1500916488,62.0
1500916493,62.0
1500916498,62.0
1500916503,62.0
1500916508,62.0
1500916513,62.0
1500916518,63.0
1500916523,63.0
1500916528,63.0
1500916533,63.0
1500916538,63.0
1500916543,63.0
1500916548,63.0
1500916553,62.0
1500916558,62.0
1500916563,62.0
1500916568,63.0
1500916573,62.0
1500916578,62.0
1500916583,63.0
1500916588,63.0
1500916593,63.0
1500916598,63.0
