1500914563,1
1500914568,1
1500914573,0
1500914578,1
1500914583,0
1500914588,1
1500914593,0
1500914598,1
1500914603,0
1500914608,0
1500914613,1
1500914618,1
1500914623,1
1500914628,1
1500914633,1
1500914638,1
1500914643,1
1500914648,1
1500914653,1
1500914658,1
1500914663,1
1500914668,1
1500914673,1
1500914678,1
1500914683,1
1500914688,1
1500914693,1
1500914698,1
1500914703,1
1500914708,1
1500914713,1
1500914718,1
1500914723,0
1500914728,1
1500914733,1
1500914738,1
1500914743,1
1500914748,1
1500914753,1
1500914758,1
1500914763,1
1500914768,1
1500914773,1
1500914778,0
1500914783,0
1500914788,0
1500914793,1
1500914798,1
1500914803,1
1500914808,1
1500914813,1
1500914818,1
1500914823,1
1500914828,1
1500914833,1
1500914838,1
1500914843,1
1500914848,1
1500914853,0
1500914858,1
1500914863,1
1500914868,1
1500914873,1
1500914878,1
1500914883,1
1500914888,0
1500914893,0
1500914898,1
1500914903,1
1500914908,0
1500914913,0
1500914918,0
1500914923,0
1500914928,0
1500914933,1
1500914938,1
1500914943,1
1500914948,1
1500914953,1
1500914958,1
1500914963,1
1500914968,1
1500914973,1
1500914978,1
1500914983,1
1500914988,1
1500914993,1
1500914998,0
1500915003,1
1500915008,1
1500915013,1
1500915018,1
1500915023,1
1500915028,0
1500915033,0
1500915038,0
1500915043,1
1500915048,1
1500915053,1
1500915058,1
1500915063,0
1500915068,0
1500915072,0
1500915078,1
1500915083,1
1500915088,0
1500915093,1
1500915098,1
1500915103,0
1500915107,0
1500915113,1
1500915118,1
1500915123,0
1500915127,0
1500915133,1
1500915138,1
1500915142,1
1500915148,0
1500915153,1
1500915158,0
1500915162,1
1500915168,0
1500915173,1
1500915178,1
1500915182,1
1500915188,1
1500915193,1
1500915197,1
1500915202,0
1500915208,1
1500915213,1
1500915217,1
1500915223,1
1500915228,1
1500915232,1
1500915237,1
1500915243,1
1500915248,1
1500915252,1
1500915257,1
1500915263,1
1500915268,1
1500915272,1
1500915277,1
1500915283,1
1500915287,1
1500915292,1
1500915298,1
1500915303,1
1500915307,1
1500915312,1
1500915318,1
1500915323,1
1500915327,1
1500915332,1
1500915338,1
1500915342,1
1500915347,1
1500915353,1
1500915357,1
1500915362,1
1500915367,0
1500915373,1
1500915377,0
1500915382,1
1500915388,1
1500915392,0
1500915397,0
1500915402,1
1500915407,0
1500915412,0
1500915417,0
1500915423,1
1500915427,0
1500915432,0
1500915437,0
1500915442,0
1500915447,1
1500915452,0
1500915457,0
1500915462,1
1500915467,1
1500915472,1
1500915478,1
1500915482,1
1500915487,1
1500915492,1
1500915497,0
1500915502,0
1500915507,0
1500915512,0
1500915517,0
1500915522,0
1500915527,0
1500915532,0
1500915537,0
1500915542,0
1500915547,0
1500915552,0
1500915557,0
1500915562,0
1500915567,0
1500915572,0
1500915577,0
1500915582,0
1500915587,0
1500915592,0
1500915597,0
1500915602,1
1500915607,1
1500915612,1
1500915617,1
1500915622,1
1500915627,0
1500915632,0
1500915637,0
1500915642,0
1500915647,1
1500915652,0
1500915657,0
1500915662,0
1500915667,0
1500915672,0
1500915677,1
1500915682,0
1500915687,0
1500915692,0
1500915697,1
1500915702,1
1500915707,0
1500915712,1
1500915717,0
1500915722,0
1500915727,0
1500915732,0
